HSHD_NUM,BASKET_NUM,DATE,PRODUCT_NUM,SPEND,UNITS
251,49080,2019-01-10 02:00:00,1078,11.43,4
227,52722,2019-01-10 03:00:00,1016,82.71,1
381,39048,2019-01-10 04:00:00,1051,5.36,2
7,95205,2019-01-10 05:00:00,1006,66.8,2
29,19777,2019-01-10 06:00:00,1004,5.4,1
395,64711,2019-01-10 07:00:00,1097,78.86,1
33,46331,2019-01-10 08:00:00,1096,91.36,4
134,30968,2019-01-10 09:00:00,1053,49.2,2
367,63969,2019-01-10 10:00:00,1060,80.65,1
79,21292,2019-01-10 11:00:00,1015,70.93,2
58,50794,2019-01-10 12:00:00,1066,79.77,2
26,89459,2019-01-10 13:00:00,1058,76.91,4
226,60192,2019-01-10 14:00:00,1046,21.33,1
285,37703,2019-01-10 15:00:00,1047,50.46,3
4,94193,2019-01-10 16:00:00,1063,96.08,1
99,79165,2019-01-10 17:00:00,1049,35.01,2
397,77650,2019-01-10 18:00:00,1084,97.08,3
39,66516,2019-01-10 19:00:00,1040,58.73,3
271,32257,2019-01-10 20:00:00,1071,46.7,2
375,93509,2019-01-10 21:00:00,1021,66.12,3
285,61672,2019-01-10 22:00:00,1053,81.77,3
157,73308,2019-01-10 23:00:00,1004,40.03,1
75,87583,2019-01-11 00:00:00,1016,4.26,2
372,32113,2019-01-11 01:00:00,1077,71.17,4
288,10694,2019-01-11 02:00:00,1040,95.66,3
130,25588,2019-01-11 03:00:00,1091,62.87,2
175,71756,2019-01-11 04:00:00,1094,19.65,1
84,74085,2019-01-11 05:00:00,1080,25.58,1
22,71142,2019-01-11 06:00:00,1034,91.07,1
27,74373,2019-01-11 07:00:00,1039,2.34,3
195,95603,2019-01-11 08:00:00,1021,55.33,4
337,16704,2019-01-11 09:00:00,1047,16.71,1
382,50136,2019-01-11 10:00:00,1052,28.99,4
236,77507,2019-01-11 11:00:00,1092,31.39,2
92,57361,2019-01-11 12:00:00,1009,22.71,1
21,68847,2019-01-11 13:00:00,1017,79.44,3
303,21441,2019-01-11 14:00:00,1098,33.89,1
357,24677,2019-01-11 15:00:00,1079,35.2,3
84,37818,2019-01-11 16:00:00,1048,45.85,2
262,11868,2019-01-11 17:00:00,1070,90.33,4
147,93591,2019-01-11 18:00:00,1029,69.13,4
387,77264,2019-01-11 19:00:00,1018,7.11,4
257,83168,2019-01-11 20:00:00,1054,4.89,1
58,22043,2019-01-11 21:00:00,1059,57.07,1
380,81939,2019-01-11 22:00:00,1086,88.82,2
15,25732,2019-01-11 23:00:00,1071,33.0,4
162,65244,2019-01-12 00:00:00,1080,25.53,2
163,28526,2019-01-12 01:00:00,1020,75.07,3
320,19340,2019-01-12 02:00:00,1025,60.61,1
281,32394,2019-01-12 03:00:00,1027,56.94,4
280,14102,2019-01-12 04:00:00,1038,15.78,1
12,29159,2019-01-12 05:00:00,1032,18.42,4
274,75092,2019-01-12 06:00:00,1039,28.9,4
271,16212,2019-01-12 07:00:00,1082,21.48,1
208,47405,2019-01-12 08:00:00,1028,97.17,1
27,87061,2019-01-12 09:00:00,1019,2.84,2
72,65186,2019-01-12 10:00:00,1019,62.98,1
60,54239,2019-01-12 11:00:00,1073,52.24,1
145,20532,2019-01-12 12:00:00,1011,33.0,1
93,89054,2019-01-12 13:00:00,1096,88.87,3
309,82012,2019-01-12 14:00:00,1024,67.35,3
8,95279,2019-01-12 15:00:00,1024,99.84,3
79,76540,2019-01-12 16:00:00,1003,17.7,2
27,13271,2019-01-12 17:00:00,1003,9.7,2
174,55482,2019-01-12 18:00:00,1008,14.8,4
50,10209,2019-01-12 19:00:00,1014,27.66,2
199,15539,2019-01-12 20:00:00,1025,42.26,1
387,29977,2019-01-12 21:00:00,1078,86.4,4
349,84142,2019-01-12 22:00:00,1089,29.08,1
181,78684,2019-01-12 23:00:00,1091,91.61,4
24,15607,2019-01-13 00:00:00,1070,46.83,2
316,95122,2019-01-13 01:00:00,1031,65.06,3
378,61939,2019-01-13 02:00:00,1075,27.18,1
387,28594,2019-01-13 03:00:00,1098,16.45,4
46,68382,2019-01-13 04:00:00,1051,87.08,3
15,17399,2019-01-13 05:00:00,1031,11.84,1
153,35117,2019-01-13 06:00:00,1008,77.63,1
222,43617,2019-01-13 07:00:00,1077,58.52,3
206,17498,2019-01-13 08:00:00,1012,86.25,2
273,60624,2019-01-13 09:00:00,1055,72.06,3
382,19628,2019-01-13 10:00:00,1043,28.88,2
236,10329,2019-01-13 11:00:00,1096,57.87,4
340,48619,2019-01-13 12:00:00,1095,2.29,2
228,17032,2019-01-13 13:00:00,1082,48.05,4
9,58094,2019-01-13 14:00:00,1029,9.52,4
166,48034,2019-01-13 15:00:00,1015,43.47,4
319,96158,2019-01-13 16:00:00,1011,11.85,4
214,65264,2019-01-13 17:00:00,1073,95.59,1
117,57850,2019-01-13 18:00:00,1065,52.78,4
386,14722,2019-01-13 19:00:00,1017,91.41,1
344,27772,2019-01-13 20:00:00,1012,3.21,1
72,96105,2019-01-13 21:00:00,1092,64.13,4
395,51679,2019-01-13 22:00:00,1023,31.39,2
64,78771,2019-01-13 23:00:00,1011,43.75,2
205,14576,2019-01-14 00:00:00,1059,87.44,3
209,36707,2019-01-14 01:00:00,1059,98.02,1
72,51632,2019-01-14 02:00:00,1092,25.4,1
277,51476,2019-01-14 03:00:00,1085,94.88,2
274,40285,2019-01-14 04:00:00,1099,69.18,1
320,34154,2019-01-14 05:00:00,1000,95.19,2
338,30054,2019-01-14 06:00:00,1042,56.67,3
366,27165,2019-01-14 07:00:00,1054,96.11,4
95,24439,2019-01-14 08:00:00,1039,89.35,4
166,54518,2019-01-14 09:00:00,1063,13.73,4
32,98051,2019-01-14 10:00:00,1033,31.77,3
11,36962,2019-01-14 11:00:00,1033,25.06,1
301,63934,2019-01-14 12:00:00,1047,57.64,3
217,47763,2019-01-14 13:00:00,1032,80.48,1
289,74094,2019-01-14 14:00:00,1067,76.18,1
102,29464,2019-01-14 15:00:00,1029,72.95,4
392,52036,2019-01-14 16:00:00,1083,38.15,2
267,43270,2019-01-14 17:00:00,1089,14.82,2
214,52299,2019-01-14 18:00:00,1078,21.85,4
179,95805,2019-01-14 19:00:00,1070,74.43,1
88,41541,2019-01-14 20:00:00,1070,15.61,3
41,83545,2019-01-14 21:00:00,1028,23.07,4
76,92543,2019-01-14 22:00:00,1022,43.03,4
377,87078,2019-01-14 23:00:00,1033,8.14,3
46,92970,2019-01-15 00:00:00,1083,22.06,1
160,39765,2019-01-15 01:00:00,1014,15.83,4
80,33769,2019-01-15 02:00:00,1096,95.18,4
310,98001,2019-01-15 03:00:00,1052,19.96,1
86,97404,2019-01-15 04:00:00,1016,86.32,3
92,30156,2019-01-15 05:00:00,1063,12.37,3
148,95836,2019-01-15 06:00:00,1083,87.1,2
161,60481,2019-01-15 07:00:00,1060,60.34,2
202,23435,2019-01-15 08:00:00,1056,85.12,3
242,79650,2019-01-15 09:00:00,1076,86.87,2
353,56336,2019-01-15 10:00:00,1087,60.04,2
2,46135,2019-01-15 11:00:00,1036,91.85,1
225,83631,2019-01-15 12:00:00,1006,58.96,4
289,47909,2019-01-15 13:00:00,1007,71.54,2
233,79487,2019-01-15 14:00:00,1086,42.19,2
77,31468,2019-01-15 15:00:00,1077,91.49,1
116,57655,2019-01-15 16:00:00,1067,82.59,3
154,44341,2019-01-15 17:00:00,1020,17.5,2
103,74182,2019-01-15 18:00:00,1060,58.06,4
194,61786,2019-01-15 19:00:00,1073,89.79,2
166,78304,2019-01-15 20:00:00,1085,79.51,4
359,56514,2019-01-15 21:00:00,1093,96.29,3
90,43979,2019-01-15 22:00:00,1093,23.9,2
174,90981,2019-01-15 23:00:00,1079,37.38,4
122,65107,2019-01-16 00:00:00,1074,51.21,4
143,11160,2019-01-16 01:00:00,1085,24.03,4
106,97897,2019-01-16 02:00:00,1028,40.01,3
375,82577,2019-01-16 03:00:00,1024,54.22,4
305,94303,2019-01-16 04:00:00,1057,19.94,1
360,20846,2019-01-16 05:00:00,1013,26.41,3
317,29924,2019-01-16 06:00:00,1077,13.36,4
123,23882,2019-01-16 07:00:00,1065,71.62,3
390,90274,2019-01-16 08:00:00,1053,36.79,3
9,96555,2019-01-16 09:00:00,1076,22.81,1
262,11095,2019-01-16 10:00:00,1066,51.23,4
73,50983,2019-01-16 11:00:00,1029,7.76,3
359,24123,2019-01-16 12:00:00,1017,92.42,3
223,76615,2019-01-16 13:00:00,1053,30.15,4
41,55278,2019-01-16 14:00:00,1099,88.76,1
370,61999,2019-01-16 15:00:00,1020,50.26,2
204,41153,2019-01-16 16:00:00,1052,85.16,4
264,28344,2019-01-16 17:00:00,1082,25.46,2
328,47656,2019-01-16 18:00:00,1015,18.35,4
178,80515,2019-01-16 19:00:00,1027,85.09,4
348,11212,2019-01-16 20:00:00,1003,22.08,3
318,19001,2019-01-16 21:00:00,1054,74.87,4
84,88784,2019-01-16 22:00:00,1014,35.11,1
318,91144,2019-01-16 23:00:00,1063,75.07,1
111,46427,2019-01-17 00:00:00,1064,90.86,4
251,41368,2019-01-17 01:00:00,1015,98.18,3
383,80819,2019-01-17 02:00:00,1019,36.62,3
7,71160,2019-01-17 03:00:00,1063,37.39,2
84,35854,2019-01-17 04:00:00,1032,98.16,4
208,20715,2019-01-17 05:00:00,1080,86.29,2
388,91701,2019-01-17 06:00:00,1068,5.46,3
390,68784,2019-01-17 07:00:00,1068,57.77,1
314,36797,2019-01-17 08:00:00,1057,18.94,3
22,57573,2019-01-17 09:00:00,1038,99.41,1
383,86120,2019-01-17 10:00:00,1076,14.75,2
3,24780,2019-01-17 11:00:00,1035,56.38,3
127,47905,2019-01-17 12:00:00,1093,66.85,1
297,31573,2019-01-17 13:00:00,1067,93.77,2
188,43359,2019-01-17 14:00:00,1086,84.88,3
362,76062,2019-01-17 15:00:00,1020,25.33,4
14,83391,2019-01-17 16:00:00,1062,57.69,3
12,53463,2019-01-17 17:00:00,1084,95.4,2
87,26571,2019-01-17 18:00:00,1005,73.84,3
12,29142,2019-01-17 19:00:00,1023,69.15,2
397,35104,2019-01-17 20:00:00,1052,75.74,1
25,18625,2019-01-17 21:00:00,1094,32.93,3
301,49199,2019-01-17 22:00:00,1082,73.2,2
243,25926,2019-01-17 23:00:00,1075,24.05,2
122,41218,2019-01-18 00:00:00,1077,43.38,4
147,54472,2019-01-18 01:00:00,1049,89.1,1
55,30566,2019-01-18 02:00:00,1011,2.88,4
238,66125,2019-01-18 03:00:00,1055,42.02,4
356,43205,2019-01-18 04:00:00,1014,27.42,3
173,39717,2019-01-18 05:00:00,1082,20.66,2
392,59984,2019-01-18 06:00:00,1091,84.02,2
221,35135,2019-01-18 07:00:00,1039,69.95,2
119,38164,2019-01-18 08:00:00,1040,12.15,3
309,84489,2019-01-18 09:00:00,1068,49.95,3
183,48562,2019-01-18 10:00:00,1068,47.22,1
288,79110,2019-01-18 11:00:00,1005,15.11,4
307,30169,2019-01-18 12:00:00,1086,80.18,1
300,69858,2019-01-18 13:00:00,1066,37.3,1
82,31604,2019-01-18 14:00:00,1032,76.43,3
211,99670,2019-01-18 15:00:00,1042,20.01,2
150,98738,2019-01-18 16:00:00,1020,32.19,3
37,10684,2019-01-18 17:00:00,1083,10.42,3
352,18007,2019-01-18 18:00:00,1064,15.2,3
312,51787,2019-01-18 19:00:00,1016,88.44,1
361,59582,2019-01-18 20:00:00,1092,11.8,2
59,84791,2019-01-18 21:00:00,1007,10.48,3
131,93629,2019-01-18 22:00:00,1063,94.1,1
202,15782,2019-01-18 23:00:00,1089,64.94,3
243,76770,2019-01-19 00:00:00,1027,10.99,4
35,67645,2019-01-19 01:00:00,1097,97.2,2
93,41996,2019-01-19 02:00:00,1089,15.56,1
207,39204,2019-01-19 03:00:00,1012,76.87,4
353,27152,2019-01-19 04:00:00,1012,4.45,3
391,65186,2019-01-19 05:00:00,1037,62.83,4
332,95024,2019-01-19 06:00:00,1024,55.12,4
305,29689,2019-01-19 07:00:00,1061,21.59,1
350,60690,2019-01-19 08:00:00,1022,64.67,2
213,93251,2019-01-19 09:00:00,1085,62.09,2
159,67320,2019-01-19 10:00:00,1020,80.04,1
24,74226,2019-01-19 11:00:00,1053,87.71,3
293,66091,2019-01-19 12:00:00,1062,51.5,4
4,89301,2019-01-19 13:00:00,1029,49.54,2
220,31942,2019-01-19 14:00:00,1074,62.54,2
364,48712,2019-01-19 15:00:00,1067,73.19,4
382,75277,2019-01-19 16:00:00,1096,36.26,3
20,59632,2019-01-19 17:00:00,1075,50.96,4
152,48031,2019-01-19 18:00:00,1072,58.93,1
50,30478,2019-01-19 19:00:00,1031,98.85,1
177,32551,2019-01-19 20:00:00,1074,59.18,3
96,58068,2019-01-19 21:00:00,1023,23.19,2
105,45561,2019-01-19 22:00:00,1006,59.21,2
250,12892,2019-01-19 23:00:00,1071,82.13,3
117,34395,2019-01-20 00:00:00,1096,85.88,3
354,28756,2019-01-20 01:00:00,1088,80.22,1
228,97710,2019-01-20 02:00:00,1000,88.93,1
66,44651,2019-01-20 03:00:00,1002,34.14,3
335,76333,2019-01-20 04:00:00,1027,51.25,2
262,83745,2019-01-20 05:00:00,1042,78.18,4
295,59306,2019-01-20 06:00:00,1096,27.18,4
243,31346,2019-01-20 07:00:00,1045,37.79,4
371,38024,2019-01-20 08:00:00,1000,83.28,1
186,50818,2019-01-20 09:00:00,1037,77.24,3
246,15947,2019-01-20 10:00:00,1090,97.15,2
125,85153,2019-01-20 11:00:00,1034,99.6,1
268,96240,2019-01-20 12:00:00,1073,24.83,3
131,77428,2019-01-20 13:00:00,1075,90.14,3
237,39754,2019-01-20 14:00:00,1073,10.36,4
18,73355,2019-01-20 15:00:00,1053,71.27,4
40,68241,2019-01-20 16:00:00,1097,22.79,2
21,78960,2019-01-20 17:00:00,1023,30.73,2
399,23418,2019-01-20 18:00:00,1027,94.69,4
225,98593,2019-01-20 19:00:00,1021,27.05,4
355,65184,2019-01-20 20:00:00,1015,67.64,3
282,14833,2019-01-20 21:00:00,1012,18.63,2
8,85430,2019-01-20 22:00:00,1099,10.25,3
100,51833,2019-01-20 23:00:00,1099,34.59,2
240,10565,2019-01-21 00:00:00,1061,62.8,2
87,50180,2019-01-21 01:00:00,1042,25.55,1
298,28402,2019-01-21 02:00:00,1086,30.72,4
14,52845,2019-01-21 03:00:00,1077,71.16,1
334,85851,2019-01-21 04:00:00,1031,11.18,2
2,22834,2019-01-21 05:00:00,1066,45.24,3
375,77850,2019-01-21 06:00:00,1090,94.23,2
293,47180,2019-01-21 07:00:00,1082,40.3,1
325,13883,2019-01-21 08:00:00,1085,43.99,4
41,85587,2019-01-21 09:00:00,1056,74.08,3
318,21695,2019-01-21 10:00:00,1064,78.12,2
316,33123,2019-01-21 11:00:00,1068,77.19,2
381,68481,2019-01-21 12:00:00,1048,99.79,4
111,83438,2019-01-21 13:00:00,1032,8.07,2
14,27573,2019-01-21 14:00:00,1018,98.24,2
231,66494,2019-01-21 15:00:00,1035,95.07,4
84,22288,2019-01-21 16:00:00,1069,85.36,1
130,56978,2019-01-21 17:00:00,1014,45.96,1
231,82420,2019-01-21 18:00:00,1099,87.22,1
326,86095,2019-01-21 19:00:00,1096,22.86,1
145,64672,2019-01-21 20:00:00,1023,79.37,3
379,71821,2019-01-21 21:00:00,1026,19.34,3
345,93661,2019-01-21 22:00:00,1048,81.72,4
28,79224,2019-01-21 23:00:00,1074,61.84,4
66,99405,2019-01-22 00:00:00,1022,10.71,4
163,64796,2019-01-22 01:00:00,1032,89.64,3
229,54706,2019-01-22 02:00:00,1040,58.22,2
261,14023,2019-01-22 03:00:00,1055,65.97,3
164,92636,2019-01-22 04:00:00,1028,29.07,1
301,46735,2019-01-22 05:00:00,1030,87.29,1
303,82959,2019-01-22 06:00:00,1064,54.97,2
287,49218,2019-01-22 07:00:00,1097,42.69,4
395,22213,2019-01-22 08:00:00,1017,53.89,3
10,38460,2019-01-22 09:00:00,1081,70.63,2
195,74680,2019-01-22 10:00:00,1005,69.81,2
